ID,Study,Experiment,Entered.by,Host,Host.type,Parasite,Parasite.type,Study.type,X_gradient,Gradient.category,Trait,Trait.type,Trait.category,Gradient.as.predicted,Statistics,Level_C,Level_X,N_C,N_X,Mean_C,Variation_C,Lwr_C,Upr_C,Mean_X,Variation_X,Lwr_X,Upr_X,Success_C,Success_X,Variation.Type,OR,OR_SE,OR_N,F_X,F_df,Chi2,Chi2_df,Slope,R,R_N,R_df,Slope_SE,Z_X,Z_N,Z_df,Z_SE,Environment,Environmental_stage,Vector_transmitted,Final_host,Require_intermediate_host,Data_source,Comment,DOI
120,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Infected demographic,yes,Comparison,F,FI3,3,3,41.316,4.737,,,11.579,2.105,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
121,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,D1,3,3,119.52,7.27,,,54.73,7.62,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
122,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,D2,3,3,119.52,7.27,,,42.26,9.47,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
123,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,I1,3,3,119.64,7.27,,,36.92,6.17,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
124,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,I2,3,3,119.64,7.27,,,29.15,4.4,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
125,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,I3,3,3,119.64,7.27,,,19.41,3.74,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
126,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F1,F1D1,3,3,92.363,3.2,,,58.874,2.773,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
127,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F1,F1D2,3,3,92.363,3.2,,,50.768,6.826,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
128,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F2,F2D1,3,3,84.471,2.133,,,43.942,7.253,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
129,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F2,F2D2,3,3,84.471,2.133,,,38.183,7.252,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
130,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F,FI1,3,3,92.241,3.449,,,55.388,6.034,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
131,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F,FI2,3,3,92.241,3.449,,,48.707,4.526,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
132,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F,FI3,3,3,92.241,3.449,,,43.103,3.449,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
133,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Sporulation,Intensity,Epidemiological,yes,Comparison,F1,F1D1,3,3,181.119,1.748,,,110.839,2.797,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 5a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
134,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Sporulation,Intensity,Epidemiological,yes,Comparison,F1,F1D2,3,3,181.119,1.748,,,100.699,2.098,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 5a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
135,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Sporulation,Intensity,Epidemiological,yes,Comparison,F2,F2D1,3,3,160.839,6.993,,,89.86,2.797,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 5a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
136,Ashraf et al. 2017 Environ Sci Pollut Res,24,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Sporulation,Intensity,Epidemiological,yes,Comparison,F2,F2D2,3,3,160.839,6.993,,,75.874,3.497,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 5a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
137,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Sporulation,Intensity,Epidemiological,yes,Comparison,F,FI1,3,3,180.589,1.733,,,106.412,2.08,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 5b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
138,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Sporulation,Intensity,Epidemiological,yes,Comparison,F,FI2,3,3,180.589,1.733,,,90.815,3.466,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 5b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
139,Ashraf et al. 2017 Environ Sci Pollut Res,25,AVS,Liposcelis paeta,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Sporulation,Intensity,Epidemiological,yes,Comparison,F,FI3,3,3,180.589,1.733,,,79.723,3.466,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 5b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
140,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mortality,Survivorship,Infected demographic,yes,Comparison,F1_21,F1D1_21,3,3,79.447,6.477,,,91.537,4.102,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 1b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
141,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mortality,Survivorship,Infected demographic,yes,Comparison,F1_21,F1D2_21,3,3,79.447,6.477,,,100.173,0,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 1b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
142,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mortality,Survivorship,Infected demographic,yes,Comparison,F2_21,F2D1_21,3,3,100.389,4.102,,,100.173,0,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 1b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
143,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mortality,Survivorship,Infected demographic,yes,Comparison,F2_21,F2D2_21,3,3,100.389,4.102,,,100.173,0,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 1b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
144,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mortality,Survivorship,Infected demographic,yes,Comparison,F_7,FI1_7,3,3,41.125,6.327,,,90.053,3.796,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 2b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
145,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mortality,Survivorship,Infected demographic,yes,Comparison,F_7,FI2_7,3,3,41.125,6.327,,,99.965,0,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 2b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
146,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mortality,Survivorship,Infected demographic,yes,Comparison,F_7,FI3_7,3,3,41.125,6.327,,,99.965,0,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 2b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
147,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Progeny production,Fecundity,Infected demographic,yes,Comparison,F1,F1D1,3,3,58.84,6.63,,,51.657,6.078,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
148,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Progeny production,Fecundity,Infected demographic,yes,Comparison,F1,F1D2,3,3,58.84,6.63,,,42.541,5.802,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
149,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Progeny production,Fecundity,Infected demographic,yes,Comparison,F2,F2D1,3,3,47.79,8.84,,,47.79,6.63,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
150,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Progeny production,Fecundity,Infected demographic,yes,Comparison,F2,F2D2,3,3,47.79,8.84,,,39.779,7.182,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
151,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Infected demographic,yes,Comparison,F,FI1,3,3,45,6.579,,,37.632,4.736,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
152,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Infected demographic,yes,Comparison,F,FI2,3,3,45,6.579,,,27.895,3.158,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
153,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Infected demographic,yes,Comparison,F,FI3,3,3,45,6.579,,,14.211,2.894,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
154,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,D1,3,3,104.62,4.16,,,64.43,6.93,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
155,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,D2,3,3,104.62,4.16,,,53.81,9.93,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
156,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,I1,3,3,103.99,4.18,,,40.65,5.73,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
157,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,I2,3,3,103.99,4.18,,,33.11,6.17,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
158,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Progeny production,Fecundity,Uninfected demographic,yes,Comparison,Control,I3,3,3,103.99,4.18,,,22.92,4.85,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 3b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
159,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F1,F1D1,3,3,83.831,3.84,,,49.275,3.626,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
160,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F1,F1D2,3,3,83.831,3.84,,,42.022,5.333,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
161,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F2,F2D1,3,3,75.085,3.2,,,34.983,3.626,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
162,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F2,F2D2,3,3,75.085,3.2,,,29.863,4.053,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
163,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F,FI1,3,3,83.836,3.664,,,49.353,4.742,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
164,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F,FI2,3,3,83.836,3.664,,,40.517,4.742,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
165,Ashraf et al. 2017 Environ Sci Pollut Res,27,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Thiamethoxam,Toxin,Mycosis,Prevalence,Epidemiological,yes,Comparison,F,FI3,3,3,83.836,3.664,,,34.914,4.095,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 4b,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
166,Ashraf et al. 2017 Environ Sci Pollut Res,26,AVS,Crytolestes ferrugineus,Arthropod,Metarhizium anisopliae,Fungus,Experimental,Diatomaceous earth,Toxin,Sporulation,Intensity,Epidemiological,yes,Comparison,F1,F1D1,3,3,163.287,6.993,,,102.098,1.399,,,,,SE,,,,,,,,,,,,,,,,,Terrestrial,Present ,No ,Yes,No,Fig 5a,Study consist in 3 replicates of each treatment. Each replicate is a jar with 30 insects. Four different pest insects were evaluated. Mortality taken only for the last day (21 or 7). The authors did not report the mortality for the control,10.1007/s11356-017-0383-6
